facility_name,facility_type_code,facility_type,address,city,zip_code,county,latitude,longitude,trauma_center_flag,fips_county_code,is_primary_care,is_hospital,is_emergency_department_proxy,has_valid_coordinates
LA MESA REHAB,REHABC/CORF,REHABILITATION CLINIC,"8380 CENTER DR, SUITE E",LA MESA,91942,San Diego,32.775606,-117.016533,,6073,False,False,False,True
LA MESA SURGICAL CENTER,ASC,SURGICAL CLINIC,8401 GRANT AVE,LA MESA,91941,San Diego,32.766228,-117.015642,,6073,False,False,False,True
LA PALOMA HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,3232 THUNDER DR,OCEANSIDE,92056,San Diego,33.187068,-117.287532,,6073,False,False,False,True
LA PAZ HOSPICE INC,HOSPICE,HOSPICE,"1411 ROCK TER, SUITE B2",ALPINE,91901,San Diego,32.83423099,-116.753595,,6073,False,False,False,True
LAKE ELEMENTARY SCHOOL,COMTYC,PRIMARY CARE CLINIC,"4950 LAKE BLVD, ROOM 12",OCEANSIDE,92056,San Diego,33.17308324,-117.2573007,,6073,True,False,False,True
LAKESIDE SPECIAL CARE CENTER,SNF,SKILLED NURSING FACILITY,11962 WOODSIDE AVE,LAKESIDE,92040,San Diego,32.856264,-116.9351775,,6073,False,False,False,True
LAKEVIEW HOME,HOFA,HOSPICE FACILITY,9472 LOREN DR,LA MESA,91942,San Diego,32.780529,-116.992971,,6073,False,False,False,True
LANDIS AVENUE DENTAL SERVICES,COMTYC,PRIMARY CARE CLINIC,"264 LANDIS AVE, SUITE 200",CHULA VISTA,91910,San Diego,32.642253,-117.0817065,,6073,True,False,False,True
LANDIS AVENUE FAMILY COUNSELING CENTER,COMTYC,PRIMARY CARE CLINIC,"264 LANDIS AVE, SUITE 100",CHULA VISTA,91910,San Diego,32.642253,-117.0817065,,6073,True,False,False,True
LAUREL ELEMENTARY SCHOOL,COMTYC,PRIMARY CARE CLINIC,"1410 LAUREL ST, ROOM TA",OCEANSIDE,92058,San Diego,33.208362,-117.374994,,6073,True,False,False,True
LAURISTON DRIVE,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,1130 LAURISTON DR,SAN DIEGO,92154,San Diego,32.575419,-117.0718335,,6073,False,False,False,True
LEGACY CARE ADHC/CBAS,ADHC,ADULT DAY HEALTH CARE,"11239 CAMINO RUIZ, SUITE A",SAN DIEGO,92126,San Diego,32.92587101,-117.143414,,6073,False,False,False,True
"LEGACY HOME HEALTH & REHABILITATION, LLC",HHA,HOME HEALTH AGENCY,"9672 VIA EXCELENCIA, SUITE 103",SAN DIEGO,92126,San Diego,32.898852,-117.1178325,,6073,False,False,False,True
LEMON GROVE CARE & REHABILITATION CENTER,SNF,SKILLED NURSING FACILITY,8351 BROADWAY,LEMON GROVE,91945,San Diego,32.74659,-117.017001,,6073,False,False,False,True
LEMON GROVE FAMILY COUNSELING CENTER,COMTYC,PRIMARY CARE CLINIC,7828 BROADWAY,LEMON GROVE,91945,San Diego,32.74285098,-117.029803,,6073,True,False,False,True
LEMON GROVE FAMILY HEALTH CENTER,COMTYC,PRIMARY CARE CLINIC,7592 BROADWAY,LEMON GROVE,91945,San Diego,32.743314,-117.034542,,6073,True,False,False,True
LEMON GROVE PHYSICAL HEALTH AND WELLNESS CENTER,COMTYC,PRIMARY CARE CLINIC,7826 BROADWAY,LEMON GROVE,91945,San Diego,32.743098,-117.029889,,6073,True,False,False,True
LETICIA GROUP HOME,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,9235 TODOS SANTOS DR,SANTEE,92071,San Diego,32.826267,-116.997012,,6073,False,False,False,True
LIAHONA HOME HEALTH AGENCY INC,HHA,HOME HEALTH AGENCY,"500 LA TERRAZA BLVD, SUITE 150, UNIT 113",ESCONDIDO,92025,San Diego,33.112629,-117.095832,,6073,False,False,False,True
"LIFE CARE HOME HEALTH SERVICES, LLC",HHA,HOME HEALTH AGENCY,"205 W 5TH AVE, SUITE 205",ESCONDIDO,92025,San Diego,33.117102,-117.080343,,6073,False,False,False,True
"LIFE CARE HOSPICE SERVICES, LLC",HOSPICE,HOSPICE,"205 W 5TH AVE, SUITE 206",ESCONDIDO,92025,San Diego,33.117102,-117.080343,,6073,False,False,False,True
LIGHTBRIDGE HOSPICE,HOSPICE,HOSPICE,"6155 CORNERSTONE CT E, SUITE 220",SAN DIEGO,92121,San Diego,32.89572,-117.1887075,,6073,False,False,False,True
LILAC SCHOOL,COMTYC,PRIMARY CARE CLINIC,"30109 LILAC RD, ROOM NURSE'S OFFICE",VALLEY CENTER,92082,San Diego,33.257817,-117.0684135,,6073,True,False,False,True
LINCOLN ELEMENTARY SCHOOL,COMTYC,PRIMARY CARE CLINIC,"1029 N BROADWAY, ROOM SONR6",ESCONDIDO,92026,San Diego,33.13421554,-117.0870947,,6073,True,False,False,True
LINDA VISTA HEALTH CARE CENTER,COMTYC,PRIMARY CARE CLINIC,6973 LINDA VISTA RD,SAN DIEGO,92111,San Diego,32.787549,-117.169371,,6073,True,False,False,True
LINDA VISTA HEALTH CARE CENTER,COMTYC,PRIMARY CARE CLINIC,6985 LINDA VISTA RD,SAN DIEGO,92111,San Diego,32.787549,-117.169371,,6073,True,False,False,True
LINDA VISTA HEALTH CARE CENTER,COMTYC,PRIMARY CARE CLINIC,6979 LINDA VISTA RD,SAN DIEGO,92111,San Diego,32.78743107,-117.1696609,,6073,True,False,False,True
LIVING LEGACY HOSPICE,HOSPICE,HOSPICE,"2870 WHIPTAIL LOOP, SUITE 214",CARLSBAD,92010,San Diego,33.1437539,-117.2543818,,6073,False,False,False,True
LOGAN HEIGHTS FAMILY COUNSELING CENTER,COMTYC,PRIMARY CARE CLINIC,2204 NATIONAL AVE,SAN DIEGO,92113,San Diego,32.697288,-117.1398015,,6073,True,False,False,True
LOGAN HEIGHTS FAMILY HEALTH CENTER,COMTYC,PRIMARY CARE CLINIC,1809 NATIONAL AVE,SAN DIEGO,92113,San Diego,32.701419,-117.146709,,6073,True,False,False,True
LOGAN MEMORIAL FAMILY HEALTH CENTER,COMTYC,PRIMARY CARE CLINIC,"2875 OCEAN VIEW BLVD, SUITE E128",SAN DIEGO,92113,San Diego,32.70063201,-117.132075,,6073,True,False,False,True
LORIAN HEALTH,HHA,HOME HEALTH AGENCY,"9655 GRANITE RIDGE DRIVE, SUITE 500",SAN DIEGO,92123,San Diego,32.8057624,-117.1199085,,6073,False,False,False,True
"LORIAN HEALTH HOSPICE, INC.",HOSPICE,HOSPICE,"9655 GRANITE RIDGE DRIVE, SUITE 520",SAN DIEGO,92123,San Diego,32.8057624,-117.1199085,,6073,False,False,False,True
LOS NIÑOS HEAD START,COMTYC,PRIMARY CARE CLINIC,"221 W 7TH AVE, ROOM FSA OFFICE",ESCONDIDO,92025,San Diego,33.115095,-117.079272,,6073,True,False,False,True
LOS ROBLES HEALTHCARE - SAN DIEGO,HOSPICE,HOSPICE,"11838 BERNARDO PLAZA CT, SUITE 260B",SAN DIEGO,92128,San Diego,33.0203818,-117.0760701,,6073,False,False,False,True
LOS ROBLES HEALTHCARE AT HOME,HHA,HOME HEALTH AGENCY,"11838 BERNARDO PLAZA COURT, SUITE 260A",SAN DIEGO,92128,San Diego,33.0203818,-117.0760701,,6073,False,False,False,True
LOS ROBLES HEALTHCARE SD,HOSPICE,HOSPICE,"11838 BERNARDO PLAZA CT, SUITE 260C",SAN DIEGO,92128,San Diego,33.0203818,-117.0760701,,6073,False,False,False,True
LOVING CARE ADULT DAY HEALTH CENTER,ADHC,ADULT DAY HEALTH CARE,"2565 CAMINO DEL RIO S, SUITE 201",SAN DIEGO,92108,San Diego,32.769036,-117.1367415,,6073,False,False,False,True
MADISON MIDDLE SCHOOL,COMTYC,PRIMARY CARE CLINIC,"4930 LAKE BLVD, ROOM FRONT OFFICE",OCEANSIDE,92056,San Diego,33.174702,-117.258606,,6073,True,False,False,True
MAGNOLIA ADULT DAY HEALTH CARE,ADHC,ADULT DAY HEALTH CARE,490 N MAGNOLIA AVE,EL CAJON,92020,San Diego,32.800671,-116.9628435,,6073,False,False,False,True
MAGNOLIA POST ACUTE CARE,SNF,SKILLED NURSING FACILITY,635 S MAGNOLIA AVE,EL CAJON,92020,San Diego,32.788683,-116.961606,,6073,False,False,False,True
"MAGNOLIA SURGERY CENTER, LLC",ASC,SURGICAL CLINIC,"463 N MAGNOLIA AVE, SUITE B",EL CAJON,92020,San Diego,32.80014,-116.9619885,,6073,False,False,False,True
MARBLEHEAD HOUSE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,4728 MARBLEHEAD BAY DR,OCEANSIDE,92057,San Diego,33.253533,-117.308205,,6073,False,False,False,True
MARSHALL HOUSE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,758 S MELROSE DR,VISTA,92081,San Diego,33.183891,-117.251586,,6073,False,False,False,True
MARYLAND ELEMENTARY SCHOOL,COMTYC,PRIMARY CARE CLINIC,"700 NORTH AVE, ROOM CUME ROOM",VISTA,92083,San Diego,33.21550266,-117.2579768,,6073,True,False,False,True
"MAXIM HEALTHCARE SERVICES, INC.",HHA,HOME HEALTH AGENCY,"3111 CAMINO DEL RIO N, SUITE 1200",SAN DIEGO,92108,San Diego,32.774229,-117.1277955,,6073,False,False,False,True
"MAXIM HEALTHCARE SERVICES, INC.",HHA,HOME HEALTH AGENCY,"2141 PALOMAR AIRPORT RD, SUITE 350",CARLSBAD,92011,San Diego,33.124185,-117.2752335,,6073,False,False,False,True
MCNEALY HOUSE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,4602 ALLENDE AVE,OCEANSIDE,92057,San Diego,33.238449,-117.306828,,6073,False,False,False,True
MEADOWBROOK VILLAGE CHRISTIAN RETIREMENT COMMUNITY,SNF,SKILLED NURSING FACILITY,100 HOLLAND GLEN,ESCONDIDO,92026,San Diego,33.15697993,-117.0929115,,6073,False,False,False,True
MERCY HEALTHCARE SERVICES LLC,HHA,HOME HEALTH AGENCY,"9655 GRANITE RIDGE DR, SUITE 200",SAN DIEGO,92123,San Diego,32.805765,-117.1199025,,6073,False,False,False,True
MERIDIAN HOME HEALTH,HHA,HOME HEALTH AGENCY,"4545 MURPHY CANYON RD, SUITE 214",SAN DIEGO,92123,San Diego,32.82538,-117.118778,,6073,False,False,False,True
MICHAEL S DUFFY SR DO INC,UNLICEN,OTHER,4692 MISSION BLVD,SAN DIEGO,92109,San Diego,32.799033,-117.2566395,,6073,False,False,False,True
MICHALOWSKI HOME,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,6205 ALVERTON DR,CARLSBAD,92009,San Diego,33.127137,-117.2613915,,6073,False,False,False,True
MID-CITY COMMUNITY CLINIC,COMTYC,PRIMARY CARE CLINIC,4290 POLK AVE,SAN DIEGO,92105,San Diego,32.751621,-117.102321,,6073,True,False,False,True
MID-CITY COMMUNITY CLINIC (PEDIATRICS),COMTYC,PRIMARY CARE CLINIC,"4305 UNIVERSITY AVE, SUITE 150",SAN DIEGO,92105,San Diego,32.749209,-117.101448,,6073,True,False,False,True
MILLER HOME,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,10474 STRATHMORE DR,SANTEE,92071,San Diego,32.869746,-117.003555,,6073,False,False,False,True
MILTON MANOR DRIVE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,1712 MILTON MANOR DR,EL CAJON,92021,San Diego,32.818824,-116.9244495,,6073,False,False,False,True
MINOA WAY,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,3080 MINOA WAY,SAN DIEGO,92139,San Diego,32.666364,-117.054477,,6073,False,False,False,True
"MIRAMAR HOSPICE, INC.",HOSPICE,HOSPICE,"8400 MIRAMAR RD, SUITE 242C",SAN DIEGO,92126,San Diego,32.892093,-117.1400175,,6073,False,False,False,True
MISSION ELEMENTARY SCHOOL,COMTYC,PRIMARY CARE CLINIC,"2100 MISSION AVE, ROOM OFFICE C",OCEANSIDE,92058,San Diego,33.20573756,-117.3629609,,6073,True,False,False,True
MISSION HILLS POST ACUTE CARE,SNF,SKILLED NURSING FACILITY,3680 REYNARD WAY,SAN DIEGO,92103,San Diego,32.744979,-117.172296,,6073,False,False,False,True
MISSION HOME HEALTH OF NORTH COUNTY SAN DIEGO,HHA,HOME HEALTH AGENCY,"300 RANCHEROS DR, SUITE 200",SAN MARCOS,92069,San Diego,33.13908,-117.1587645,,6073,False,False,False,True
"MISSION HOME HEALTH OF SAN DIEGO, LLC",HHA,HOME HEALTH AGENCY,"2365 NORTHSIDE DR, SUITE 100",SAN DIEGO,92108,San Diego,32.78358,-117.125613,,6073,False,False,False,True
"MISSION HOSPICE SERVICES OF SAN DIEGO, LLC",HOSPICE,HOSPICE,"2365 NORTHSIDE DR, SUITE 120",SAN DIEGO,92108,San Diego,32.783876,-117.125362,,6073,False,False,False,True
MISSION MIDDLE SCHOOL,COMTYC,PRIMARY CARE CLINIC,"939 E MISSION AVE, ROOM LCR",ESCONDIDO,92025,San Diego,33.13439556,-117.0738477,,6073,True,False,False,True
MISSION VALLEY HEIGHTS SURGERY CENTER,ASC,SURGICAL CLINIC,"7485 MISSION VALLEY RD, SUITE 106",SAN DIEGO,92108,San Diego,32.779305,-117.1602945,,6073,False,False,False,True
MOBILE COUNSELING CENTER I,COMTYC,PRIMARY CARE CLINIC,823 GATEWAY CENTER WAY,SAN DIEGO,92102,San Diego,32.715405,-117.1134855,,6073,True,False,False,True
MOBILE COUNSELING CENTER II,COMTYC,PRIMARY CARE CLINIC,2204 NATIONAL AVE,SAN DIEGO,92113,San Diego,32.697288,-117.1398015,,6073,True,False,False,True
MOBILE MEDICAL UNIT II,COMTYC,PRIMARY CARE CLINIC,823 GATEWAY CENTER WAY,SAN DIEGO,92102,San Diego,32.715405,-117.1134855,,6073,True,False,False,True
MOBILE MEDICAL UNIT III,COMTYC,PRIMARY CARE CLINIC,823 GATEWAY CENTER WAY,SAN DIEGO,92102,San Diego,32.715405,-117.1134855,,6073,True,False,False,True
MOBILE SCREENING UNIT,COMTYC,PRIMARY CARE CLINIC,823 GATEWAY CENTER WAY,SAN DIEGO,92102,San Diego,32.715408,-117.113495,,6073,True,False,False,True
"MODERN HOME HEALTH CARE, INC.",HHA,HOME HEALTH AGENCY,"3130 BONITA RD, SUITE 103",CHULA VISTA,91910,San Diego,32.647455,-117.056763,,6073,False,False,False,True
MONARCH HOME,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,877 MUIRFIELD DR,OCEANSIDE,92058,San Diego,33.238404,-117.348264,,6073,False,False,False,True
"MONARCH HOME HEALTH SERVICES, LLC",HHA,HOME HEALTH AGENCY,"2941 4TH AVE, SUITE B",SAN DIEGO,92103,San Diego,32.736177,-117.1609875,,6073,False,False,False,True
MONARCH SCHOOL,COMTYC,PRIMARY CARE CLINIC,"1625 NEWTON AVE, ROOM 100",SAN DIEGO,92113,San Diego,32.702373,-117.150372,,6073,True,False,False,True
MONTGOMERY HOUSE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,1658 MONTGOMERY DR,VISTA,92084,San Diego,33.181542,-117.213282,,6073,False,False,False,True
MOUNT MIGUEL COVENANT VILLAGE HEALTH FACILITY,SNF,SKILLED NURSING FACILITY,325 KEMPTON ST,SPRING VALLEY,91977,San Diego,32.70231,-117.0005355,,6073,False,False,False,True
MOUNTAIN SHADOWS COMMUNITY  HOMES - WILLOW,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,2067 W EL NORTE PKWY,ESCONDIDO,92026,San Diego,33.149412,-117.117927,,6073,False,False,False,True
MOUNTAIN SHADOWS COMMUNITY HOMES - APPLE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,2067 W EL NORTE PKWY,ESCONDIDO,92026,San Diego,33.149412,-117.117927,,6073,False,False,False,True
MOUNTAIN SHADOWS COMMUNITY HOMES - ASH,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,2067 W EL NORTE PKWY,ESCONDIDO,92026,San Diego,33.149412,-117.117927,,6073,False,False,False,True
MOUNTAIN SHADOWS COMMUNITY HOMES - BIRCH,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,2067 W EL NORTE PKWY,ESCONDIDO,92026,San Diego,33.149412,-117.117927,,6073,False,False,False,True
MOUNTAIN SHADOWS COMMUNITY HOMES - CEDAR,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,2067 W EL NORTE PKWY,ESCONDIDO,92026,San Diego,33.149412,-117.117927,,6073,False,False,False,True
MOUNTAIN SHADOWS COMMUNITY HOMES - CREPE MYRTLE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,2067 W EL NORTE PKWY,ESCONDIDO,92026,San Diego,33.149412,-117.117927,,6073,False,False,False,True
MOUNTAIN SHADOWS COMMUNITY HOMES - ELM,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,600 ROSE CT,SAN MARCOS,92069,San Diego,33.158484,-117.155142,,6073,False,False,False,True
MOUNTAIN SHADOWS COMMUNITY HOMES - FIG,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,689 DANE DR,SAN MARCOS,92069,San Diego,33.155478,-117.152154,,6073,False,False,False,True
MOUNTAIN SHADOWS COMMUNITY HOMES - JACARANDA,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,2067 W EL NORTE PKWY,ESCONDIDO,92026,San Diego,33.149412,-117.117927,,6073,False,False,False,True
MOUNTAIN SHADOWS COMMUNITY HOMES - LEMON,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,2067 W EL NORTE PKWY,ESCONDIDO,92026,San Diego,33.149412,-117.117927,,6073,False,False,False,True
MOUNTAIN SHADOWS COMMUNITY HOMES - MAPLE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,2067 W EL NORTE PKWY,ESCONDIDO,92026,San Diego,33.149412,-117.117927,,6073,False,False,False,True
MOUNTAIN SHADOWS COMMUNITY HOMES - OAK,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,866 VIKING LN,SAN MARCOS,92069,San Diego,33.156729,-117.1501515,,6073,False,False,False,True
MOUNTAIN SHADOWS COMMUNITY HOMES - OLIVE,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,2067 W EL NORTE PKWY,ESCONDIDO,92026,San Diego,33.149412,-117.117927,,6073,False,False,False,True
MOUNTAIN SHADOWS COMMUNITY HOMES - ORANGE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,2067 W EL NORTE PKWY,ESCONDIDO,92026,San Diego,33.149412,-117.117927,,6073,False,False,False,True
MOUNTAIN SHADOWS COMMUNITY HOMES - PALM,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,2067 W EL NORTE PKWY,ESCONDIDO,92026,San Diego,33.149412,-117.117927,,6073,False,False,False,True
MOUNTAIN SHADOWS COMMUNITY HOMES - PINE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,2067 W EL NORTE PKWY,ESCONDIDO,92026,San Diego,33.149412,-117.117927,,6073,False,False,False,True
MOUNTAIN SHADOWS COMMUNITY HOMES - PLUM,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,2067 W EL NORTE PKWY,ESCONDIDO,92026,San Diego,33.149412,-117.117927,,6073,False,False,False,True
MOUNTAIN SHADOWS COMMUNITY HOMES - SPRUCE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,2067 W EL NORTE PKWY,ESCONDIDO,92026,San Diego,33.149412,-117.117927,,6073,False,False,False,True
MOUNTAIN SHADOWS COMMUNITY HOMES - TANGELO,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,2067 W EL NORTE PKWY,ESCONDIDO,92026,San Diego,33.149412,-117.117927,,6073,False,False,False,True
NATIONAL CITY POST ACUTE,SNF,SKILLED NURSING FACILITY,220 E 24TH ST,NATIONAL CITY,91950,San Diego,32.66235,-117.098613,,6073,False,False,False,True
NEIGHBORHOOD HEALTHCARE - ESCONDIDO OHIO AVE.,FQHC/COMTYC,PRIMARY CARE CLINIC,"910 E OHIO AVE, SUITE 101",ESCONDIDO,92025,San Diego,33.12726099,-117.06999,,6073,False,False,False,True
NEIGHBORHOOD HEALTHCARE - GRAND AVE,COMTYC,PRIMARY CARE CLINIC,1001 E GRAND AVE,ESCONDIDO,92025,San Diego,33.126057,-117.0680535,,6073,True,False,False,True
NEIGHBORHOOD HEALTHCARE - LAKESIDE DENTAL,COMTYC,PRIMARY CARE CLINIC,10039B VINE ST,LAKESIDE,92040,San Diego,32.86114588,-116.9211447,,6073,True,False,False,True
NEIGHBORHOOD HEALTHCARE - LAKESIDE MEDICAL,COMTYC,PRIMARY CARE CLINIC,10039A VINE ST,LAKESIDE,92040,San Diego,32.86114544,-116.9211332,,6073,True,False,False,True
NEIGHBORHOOD HEALTHCARE - MOBILE DENTAL HEALTH SERVICES #2,COMTYC,PRIMARY CARE CLINIC,"25260 N CENTRE CITY PKWY, SPCG030",ESCONDIDO,92026,San Diego,33.169653,-117.107523,,6073,True,False,False,True
NEIGHBORHOOD HEALTHCARE - PAUMA VALLEY,COMTYC,PRIMARY CARE CLINIC,16650 HIGHWAY 76,PAUMA VALLEY,92061,San Diego,33.294132,-116.9686305,,6073,True,False,False,True
NEIGHBORHOOD HEALTHCARE - PEDIATRICS,COMTYC,PRIMARY CARE CLINIC,426 N DATE ST,ESCONDIDO,92025,San Diego,33.129216,-117.071334,,6073,True,False,False,True
NEIGHBORHOOD HEALTHCARE EL CAJON,COMTYC,PRIMARY CARE CLINIC,855 E MADISON AVE,EL CAJON,92020,San Diego,32.800257,-116.952282,,6073,True,False,False,True
NEIGHBORHOOD HEALTHCARE ESCONDIDO,COMTYC,PRIMARY CARE CLINIC,460 N ELM ST,ESCONDIDO,92025,San Diego,33.12850841,-117.0729264,,6073,True,False,False,True
NEIGHBORHOOD HEALTHCARE- MOBILE SCHOOL- BASED HEALTH CENTER,COMTYC,PRIMARY CARE CLINIC,25260 N CENTRE CITY PKWY,ESCONDIDO,92026,San Diego,33.169653,-117.107523,,6073,True,False,False,True
NEIGHBORHOOD HEALTHCARE- SAN MARCOS,COMTYC,PRIMARY CARE CLINIC,"2085 MONTIEL RD, SUITE 102",SAN MARCOS,92069,San Diego,33.131583,-117.118701,,6073,True,False,False,True
NEIGHBORHOOD HEALTHCARE- VALLEY CENTER,COMTYC,PRIMARY CARE CLINIC,28477 LIZARD ROCKS RD,VALLEY CENTER,92082,San Diego,33.230655,-117.0212715,,6073,True,False,False,True
NEIGHBORHOOD HEALTHCARE- WASHINGTON AVE,COMTYC,PRIMARY CARE CLINIC,"550 W WASHINGTON AVE, SUITE 101",ESCONDIDO,92025,San Diego,33.125166,-117.09198,,6073,True,False,False,True
NEIGHBORHOOD HEALTHCARE-DOWNTOWN ESCONDIDO,COMTYC,PRIMARY CARE CLINIC,"488 E VALLEY PKWY, SUITE 411",ESCONDIDO,92025,San Diego,33.125751,-117.0769365,,6073,True,False,False,True
NEIGHBORHOOD HEALTHCARE-FALLBROOK,COMTYC,PRIMARY CARE CLINIC,"1309 S MISSION RD, SUITE B",FALLBROOK,92028,San Diego,33.369129,-117.2519685,,6073,True,False,False,True
NEIGHBORHOOD HEALTHCARE-GOLD FAMILY HEALTH CENTER,COMTYC,PRIMARY CARE CLINIC,13010 POWAY RD,POWAY,92064,San Diego,32.957163,-117.0492615,,6073,True,False,False,True
NEIGHBORHOOD HEALTHCARE-MOLLISON,COMTYC,PRIMARY CARE CLINIC,470 N MOLLISON AVE,EL CAJON,92021,San Diego,32.79986301,-116.951939,,6073,True,False,False,True
NEIGHBORHOOD HEALTHCARE-PRENATAL,COMTYC,PRIMARY CARE CLINIC,"488 E VALLEY PKWY, SUITE 404",ESCONDIDO,92025,San Diego,33.125751,-117.0769365,,6073,True,False,False,True
NEIGHBORHOOD HEALTHCARE-VALLEY PARKWAY,COMTYC,PRIMARY CARE CLINIC,728 E VALLEY PKWY,ESCONDIDO,92025,San Diego,33.127839,-117.073512,,6073,True,False,False,True
"NEIGHBORHOOD HOSPICE CARE, INC.",HOSPICE,HOSPICE,5121 GARFIELD ST,LA MESA,91941,San Diego,32.77198637,-117.0059219,,6073,False,False,False,True
NESTOR COMMUNITY HEALTH CENTER,COMTYC,PRIMARY CARE CLINIC,1016 OUTER RD,SAN DIEGO,92154,San Diego,32.577759,-117.0827595,,6073,True,False,False,True
NEURORESTORATIVE CALIFORNIA,CLHF,CONGREGATE LIVING HEALTH FACILITY,5640 AZTEC DR,LA MESA,91942,San Diego,32.781816,-117.028017,,6073,False,False,False,True
NICHOLS ELEMENTARY SCHOOL,COMTYC,PRIMARY CARE CLINIC,"4250 OLD GROVE RD, ROOM G3",OCEANSIDE,92057,San Diego,33.23799,-117.316269,,6073,True,False,False,True
NIGHTINGALE HOME CARE INC.,HHA,HOME HEALTH AGENCY,"4579 MAPLE AVE, SUITE 2 & 4",LA MESA,91941,San Diego,32.76161617,-117.0298875,,6073,False,False,False,True
NORTH BROADWAY ELEMENTARY SCHOOL,COMTYC,PRIMARY CARE CLINIC,"2301 N BROADWAY, ROOM 23",ESCONDIDO,92026,San Diego,33.16105501,-117.0929378,,6073,True,False,False,True
NORTH COAST SURGERY CENTER,ASC,SURGICAL CLINIC,3903 WARING RD,OCEANSIDE,92056,San Diego,33.187599,-117.292383,,6073,False,False,False,True
NORTH COUNTY DENTAL SURGERY CENTER,ASC,SURGICAL CLINIC,"838 NORDAHL ROAD, SUITE 125",SAN MARCOS,92069,San Diego,33.135408,-117.11844,,6073,False,False,False,True
NORTH INLAND FAMILY MEDICINE,FQHC,PRIMARY CARE CLINIC,"125 W MISSION AVE, SUITE 105",ESCONDIDO,92025,San Diego,33.129639,-117.0862335,,6073,True,False,False,True
NORTH INLAND PUBLIC HEALTH - EXEMPT COMM CLINIC,UNLICEN,OTHER,606 E. VALLEY PRKWY,ESCONDIDO,92025,San Diego,33.127029,-117.075024,,6073,False,False,False,True
NORTH PARK BEHAVIORAL HEALTH CENTER,FQHC,PRIMARY CARE CLINIC,2136 EL CAJON BLVD,SAN DIEGO,92104,San Diego,32.755545,-117.1416735,,6073,True,False,False,True
NORTH PARK FAMILY COUNSELING CENTER,COMTYC,PRIMARY CARE CLINIC,2136 EL CAJON BLVD,SAN DIEGO,92104,San Diego,32.755545,-117.1416735,,6073,True,False,False,True
NORTH PARK FAMILY HEALTH CENTER,COMTYC,PRIMARY CARE CLINIC,3544 30TH ST,SAN DIEGO,92104,San Diego,32.742855,-117.130356,,6073,True,False,False,True
NORTH PARK FAMILY HEALTH CENTER II,COMTYC,PRIMARY CARE CLINIC,3514 30TH ST,SAN DIEGO,92104,San Diego,32.742477,-117.130365,,6073,True,False,False,True
NORTH SAN DIEGO HEALTH CENTER-EXEMPT COMM. CLINIC,UNLICEN,OTHER,2440 GRAND AVE,SAN DIEGO,92109,San Diego,32.801769,-117.225468,,6073,False,False,False,True
OAK HILL ELEMENTARY SCHOOL,COMTYC,PRIMARY CARE CLINIC,"1820 OAK HILL DR, ROOM MPR",ESCONDIDO,92027,San Diego,33.12988608,-117.0504382,,6073,True,False,False,True
OAK PARK FAMILY HEALTH CENTER,COMTYC,PRIMARY CARE CLINIC,5160 FEDERAL BLVD.,SAN DIEGO,92105,San Diego,32.721867,-117.083592,,6073,True,False,False,True
